,text,created_at,date,trade_war,dax_close,dax_return,dax_op,usa_close,usa_return,usa_op,Date,china_close,china_return,china_op
711,"RT @WhiteHouse: “This is a momentous occasion for the arts."" @FLOTUS who is the Honorary Chair of the John F. Kennedy Center for the Perfo…",09-09-2019 02:31:00,2019-09-09,False,12226.09961,0.281112874,1,2978.429932,-0.0094019,0,09-09-2019,3024.73999,0.83114225,1
712,RT @IvankaTrump: I look forward to visiting Alabama on Tuesday! 🇺🇸 https://t.co/RlHTCOv4JK,09-09-2019 02:30:32,2019-09-09,False,12226.09961,0.281112874,1,2978.429932,-0.0094019,0,09-09-2019,3024.73999,0.83114225,1
713,https://t.co/NeTvaaeVTR,09-09-2019 02:17:38,2019-09-09,False,12226.09961,0.281112874,1,2978.429932,-0.0094019,0,09-09-2019,3024.73999,0.83114225,1
714,....that were not hit – and that are in good condition. Any cruise ship companies willing to act as stationary housing etc. I am sure would be appreciated!,09-06-2019 23:56:47,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
715,The @USCG @FEMA and all others along with other countries that have been helping have been asked to move people in the badly hit sections of the Bahamas to other sections of the Bahamas....,09-06-2019 23:56:46,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
716,“The Washington Post’s Lost Summer” https://t.co/jHkZyiJwZL,09-06-2019 22:10:43,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
717,https://t.co/tsIMIawIxh,09-06-2019 22:07:02,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
718,https://t.co/J3aTzBG7ao,09-06-2019 21:39:07,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
719,“China is eating the Tariffs.” Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers No Inflation(Fed). China having worst year in decades. Talks happening good for all!,09-06-2019 15:14:20,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
720,The Economy is great. The only thing adding to “uncertainty” is the Fake News!,09-06-2019 14:38:38,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
721,Great job by FEMA Law Enforcement First Responders U.S. Coast Guard and ALL! Keep going we all appreciate what you are doing!,09-06-2019 14:35:48,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
722,....partner should start playing it straight. It would be so much better for our Country!,09-06-2019 14:29:47,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
723,The Fake News Media was fixated on the fact that I properly said at the beginnings of Hurricane Dorian that in addition to Florida &amp; other states Alabama may also be grazed or hit. They went Crazy hoping against hope that I made a mistake (which I didn’t). Check out maps.....,09-06-2019 14:29:46,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
724,....This nonsense has never happened to another President. Four days of corrupt reporting still without an apology. But there are many things that the Fake News Media has not apologized to me for like the Witch Hunt or SpyGate! The LameStream Media and their Democrat.....,09-06-2019 14:29:46,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
725,Larry Kudlow on @Varneyco now!,09-06-2019 13:34:17,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
726,Our great @JudgeJeanine has just written a book that will add to the tremendous success of her last number one best seller. It’s called “Radicals Resistance and Revenge The Left’s Plot To Remake America.” It is a FANTASTIC book. Go get it! @foxandfriends,09-06-2019 13:10:12,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
727,Great interview of Sarah Sanders by @foxandfriends. She is a terrific person with a great future!,09-06-2019 12:52:04,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
728,Congratulations to @edhenry and his sister on a great success. What a wonderful thing to do!,09-06-2019 12:39:02,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
729,I agree with @jimcramer the Fed should lower rates. They were WAY too early to raise and Way too late to cut - and big dose quantitative tightening didn’t exactly help either. Where did I find this guy Jerome? Oh well you can’t win them all!,09-06-2019 12:22:25,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
730,DACA will be going before the Supreme Court. It is a document that even President Obama didn’t feel he had the legal right to sign - he signed it anyway! Rest assured that if the SC does what all say it must based on the law a bipartisan deal will be made to the benefit of all!,09-06-2019 12:20:32,2019-09-06,True,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
731,....have the discretion to end the program that President Obama began in his discretion. That program was unlawful to begin with. I think it’s very unlikely that the SCOTUS is going to issue an order reinstating what it believes is an unlawful program. DACA Is unlawful.” .....,09-06-2019 12:08:24,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
732,....President Obama never had the legal right to sign DACA and he indicated so at the time of signing. But In any event how can he have the right to sign and I don’t have the right to “unsigned.” Totally illegal document which would actually give the President new powers.,09-06-2019 12:08:24,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
733,The Immigration Law Institute’s Christopher Hajec says “The Supreme Court has to look st whether DACA is lawful. What they are looking at now is whether Trump’s recision of DACA is lawful. Must consider lawfulness of DACA itself. Looks very odd that President Trump doesn’t.....,09-06-2019 12:08:23,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
734,RT @NHC_Atlantic: Here's the 1am EDT update on #Dorian: Tropical Storm Conditions Continue to Spread Northward Along the North Carolina Coa…,09-06-2019 05:13:34,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
735,RT @NHC_Atlantic: Hurricane #Dorian Advisory 51: Core of Hurricane Dorian Brushing the Coast of North Carolina. https://t.co/VqHn0u1vgc,09-06-2019 05:13:32,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
736,“I think President Trump is set in his ways because he doesn’t see any weakening. I mean look at the joblessness report today. What I’m surprised at is how strong the consumer is. I think the Chinese need it (a deal) more than we do. It’s statistical. I just think....,09-06-2019 03:33:33,2019-09-06,True,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
737,....that our economy is very strong. If the Fed would lower rates to where the bond market says they should be then I really wouldn’t worry about a recession.” @jimcramer @JoeSquawk,09-06-2019 03:33:33,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
738,RT @MadMoneyOnCNBC: .@JimCramer: Thursday’s positive economic data may get some commentators to ease up on the desire to endlessly call for…,09-06-2019 03:28:52,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
739,Looking forward to watching @SarahHuckabee Sanders tomorrow morning on @FoxandFriends by far the #1 rated show on Morning Cable at 8:30am. Sarah will be an incredible addition to @FoxNews!,09-06-2019 01:21:41,2019-09-06,False,12191.73047,0.5327397629999999,1,2978.709961,0.09097767300000001,1,06-09-2019,2999.600098,0.45806076,1
740,Great job done by @GovRonDesantis @SenRickScott Senator @MarcoRubio and all of the those from Florida that were so brilliantly involved including @FEMA @USCG Law Enforcement and First Responders. Thank you all!,09-05-2019 23:49:22,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
741,Just got off the phone with Governor Brian Kemp (@GovKemp) of Georgia. Happy to hear that things are looking good for everyone. I stand by ready to assist along with our great team at @FEMA – we’re with you ALL THE WAY!,09-05-2019 23:44:08,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
742,Just spoke to Governor @HenryMcMaster of South Carolina regarding Hurricane Dorian. I informed Henry that we are monitoring South Carolina and stand by ready to assist. Be safe everyone we are totally with you!,09-05-2019 23:35:44,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
743,Just talked to Governor Roy Cooper of North Carolina as Hurricane Dorian ominously comes up the East Coast. We are monitoring it at the @WhiteHouse ready to assist via our great team over at @FEMA who are already on site. We are with you all the way North Carolina. BE SAFE!,09-05-2019 23:27:29,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
744,RT @NHC_Atlantic: Here are the 5pm EDT Key Messages on Hurricane #Dorian. Life-threatening storm surge and dangerous winds and flash floodi…,09-05-2019 21:09:56,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
745,I was with you all the way Alabama. The Fake News Media was not! https://t.co/gO5pwahaj9,09-05-2019 20:18:07,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
746,Just as I said Alabama was originally projected to be hit. The Fake News denies it! https://t.co/elJ7ROfm2p,09-05-2019 20:14:05,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
747,RT @NWSColumbia: [Sep 5 1`:25 PM] - Winds are picking back up @NOAABuoyData #41004 47 miles SE from Charleston as #Dorian's eye moves awa…,09-05-2019 17:48:23,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
748,RT @NHC_Atlantic: Here are the 11 am EDT key messages on Hurricane #Dorian.  The latest full advisory is always available at https://t.co/t…,09-05-2019 17:48:08,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
749,After almost 3 years in my Administration Jason Greenblatt will be leaving to pursue work in the private sector. Jason has been a loyal and great friend and fantastic lawyer....,09-05-2019 15:45:21,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
750,....His dedication to Israel and to seeking peace between Israel and the Palestinians won’t be forgotten. He will be missed. Thank you Jason!,09-05-2019 15:45:21,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
751,Really Good Jobs Numbers!,09-05-2019 13:40:53,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
752,Alabama was going to be hit or grazed and then Hurricane Dorian took a different path (up along the East Coast). The Fake News knows this very well. That’s why they’re the Fake News!,09-05-2019 13:39:49,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
753,....said what she did even being on a much higher rated show she would have been thrown off television. Will Fake News NBC allow a McCarthy style Racist to continue? ABC fired Roseanne. Watch the double standard!,09-05-2019 13:15:54,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
754,Bad “actress” Debra The Mess Messing is in hot water. She wants to create a “Blacklist” of Trump supporters &amp; is being accused of McCarthyism. Is also being accused of being a Racist because of the terrible things she said about blacks and mental illness. If Roseanne Barr....,09-05-2019 13:15:53,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
755,RT @NHC_Atlantic: Beyond Hurricane #Dorian and TS #Gabrielle we're monitoring 3 other disturbances with a low chance of becoming tropical…,09-05-2019 12:14:33,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
756,RT @NWSWilmingtonNC: Video of a tornado passing near Pender County Fire Station 18 along Highway 17 near Sidbury Rd. Video courtesty of Sta…,09-05-2019 12:14:10,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
757,RT @NHC_Atlantic: 7 AM EDT Tropical Cyclone Update for Hurricane #Dorian: Tropical Storm Conditions Occurring Along Portions of the South C…,09-05-2019 12:13:54,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
758,RT @DaveNYviii: President Trump Border Update 500 Miles of Wall Complete by Close of 2020Irregular Migration Reduced by 50%#BuildTheWal…,09-05-2019 12:06:25,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
759,RT @realDonaldTrump: This was the originally projected path of the Hurricane in its early stages. As you can see almost all models predict…,09-05-2019 11:49:49,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
760,In the early days of the hurricane when it was predicted that Dorian would go through Miami or West Palm Beach even before it reached the Bahamas certain models strongly suggested that Alabama &amp; Georgia would be hit as it made its way through Florida &amp; to the Gulf....,09-05-2019 11:48:56,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
761,....Instead it turned North and went up the coast where it continues now. In the one model through Florida the Great State of Alabama would have been hit or grazed. In the path it took no. Read my FULL FEMA statement. What I said was accurate! All Fake News in order to demean!,09-05-2019 11:48:56,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
762,RT @militarykind: The announcer couldn't even get through his speech without choking up for this sweet Army mom homecoming.❤️⚾️🇺🇸 https://t…,09-05-2019 11:22:07,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
763,Thank you Rad - looking great! https://t.co/YeKXSNjKwW,09-05-2019 03:55:37,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
764,Thank you Terrence. Best Employment Numbers In History for African Americans! https://t.co/YCf2WT4XHt,09-05-2019 03:43:14,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
765,RT @NHC_Atlantic: 7 pm Tropical Cyclone Update:  #Dorian lashing the Georgia and South Carolina Coast. The next intermediate advisory will…,09-05-2019 03:08:30,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
766,https://t.co/bxSiT2zQDj,09-05-2019 01:01:20,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
767,“Absolutely nothing is more important than going back &amp; getting to the bottom of the origins of the investigation. We had an administration using America’s Spying Apparatus to spy on a political opponent at the height of a presidential election. Those are all known undisputed...,09-05-2019 00:49:29,2019-09-05,True,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
768,....facts and that should terrify every American regardless of their political stripe. The idea that all of that information hasn’t already been revealed shows how dastardly these people are and how terrified they are about what’s going to happen when that....,09-05-2019 00:49:29,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
769,....information does come out.” Charlie Hurt Washington Times  @LouDobbs,09-05-2019 00:49:29,2019-09-05,False,12126.780270000001,0.83897153,1,2976.0,1.2842732190000001,1,05-09-2019,2985.860107,0.9528308090000001,1
770,This was the originally projected path of the Hurricane in its early stages. As you can see almost all models predicted it to go through Florida also hitting Georgia and Alabama. I accept the Fake News apologies! https://t.co/0uCT0Qvyo6,09-04-2019 22:23:51,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
771,State Rep Greg Murphy is running for Congress in North Carolina District 3. We really need Greg in Washington. He is great w/ the Military our Vets &amp; your 2A. Strong on Crime and the Border has had my Total Endorsement for a long time. Please vote for Greg on September 10th!,09-04-2019 21:47:56,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
772,RT @realDonaldTrump: The Great State of North Carolina has EARLY VOTING for a very important Congressional (Ninth) race. Please vote early…,09-04-2019 21:25:23,2019-09-04,True,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
773,1. Which country has the largest carbon emission reduction?AMERICA!2. Who has dumped the most carbon into the air?   CHINA!3. 91% of the world’s population are exposed to air pollution above the World Health Organization’s suggested level.   NONE ARE IN THE U.S.A.!,09-04-2019 21:08:58,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
774,4. The U.S. now leads the world in energy production...BUT... 5. Who's got the world's cleanest and safest air and water? AMERICA!,09-04-2019 21:08:58,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
775,6. The Democrats’ destructive “environmental” proposals will raise your energy bill and prices at the pump. Don't the Democrats care about fighting American poverty?,09-04-2019 21:08:58,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
776,7. The badly flawed Paris Climate Agreement protects the polluters hurts Americans and cost a fortune. NOT ON MY WATCH!8. I want crystal clean water and the cleanest and the purest air on the planet – we’ve now got that!,09-04-2019 21:08:58,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
777,8 FACTS that #FakeNewsCNN will ignore in tonight’s “Climate Forum”,09-04-2019 21:08:57,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
778,RT @WhiteHouse: President @realDonaldTrump gives an update on Hurricane #Dorian: https://t.co/CmxAXHY5AO,09-04-2019 17:30:32,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
779,RT @NHC_Atlantic: The Hurricane Warning has been extended northward to the North Carolina/Virginia border including Albemarle and Pamlico…,09-04-2019 16:50:45,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
780,....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They’re sitting there and saying gee are we next? Maybe you are! We’ve got to change the rules. The U.S. can’t defend the world and pay for it....,09-04-2019 14:18:05,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
781,....We can’t have a system where we run our entire economy for the benefit of other countries which have long charged us big tariffs. Don’t keep ducking the reality. The U.S. has been subject to Tariff Terrorism for 50 years. But a real deal can be done.” Sam Zell @JoeSquawk,09-04-2019 14:18:05,2019-09-04,True,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
782,“The Chinese are very adept at not accepting anything. You’ve got to be very tough and that’s what Trump is doing. It’s in China’s interest to correct and I think we’ll end up with a solution that’s dramatically better than we have today. Frankly I think the impact of what...,09-04-2019 14:18:04,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
783,RT @NHC_Atlantic: @NOAA @NWS Water levels could begin to rise well in advance of the arrival of strong winds.  The surge will be accompanie…,09-04-2019 14:01:16,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
784,RT @NHC_Atlantic: Here's the latest #Dorian storm surge forecast from this morning.  The water could reach the following heights above grou…,09-04-2019 14:01:07,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
785,RT @NHC_Atlantic: The @NWSWPC has issued a High Risk area for flash flooding over eastern South Carolina &amp; SE North Carolina for Thursday d…,09-04-2019 14:00:44,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
786,“U.S. Winning Trade War With China In Dollars.” CNBC,09-04-2019 13:52:58,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
787,....We can’t have a system where we run our entire economy for the benefit of other countries which have long charged us big tariffs. Don’t keep ducking the reality. The U.S. has been subject to Tariff Terrorism for 50 years. But a real deal can be done.” Sam Zell @joekernencnbc,09-04-2019 13:44:02,2019-09-04,True,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
788,“The Chinese are very adept at not accepting anything. You’ve got to be very tough and that’s what Trump is doing. It’s in China’s interest to correct and I think we’ll end up with a solution that’s dramatically better than we have today. Frankly I think the impact of what....,09-04-2019 13:44:01,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
789,....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They’re sitting there and saying gee are we next? Maybe you are! We’ve got to change the rules. The U.S. can’t defend the world and pay for it........,09-04-2019 13:44:01,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
790,.....on the President of the United States.” @charliekirk11 @trish_regan,09-04-2019 01:39:26,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
791,“To declassify is so important because if this were a Democrat President or a Democrat Candidate that was spied on the way President Trump was spied on this would be a scandal that would make Watergate look like nothing. Illegal spying.....,09-04-2019 01:39:25,2019-09-04,True,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
792,“I am so tired of hearing the rationalization of the Left in the country because they hate Donald Trump. Inexplicably and without foundation they choose to hate America. The Democrats have truly become the party of hate.” @LouDobbs,09-04-2019 01:04:24,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
793,The truth is that we have a nation that is disgusted with the FBI. We have a crisis of confidence in the number one law enforcement agency in this country (thanks Comey!). @LouDobbs “It’s a scandal.” @AlanDersh,09-04-2019 00:53:15,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
794,At the request of Senator Thom Tillis I am getting the North Carolina Emergency Declaration completed and signed tonight. Hope you won’t need it!,09-04-2019 00:43:10,2019-09-04,False,12025.04004,0.949516065,1,2937.780029,1.07257891,1,04-09-2019,2957.409912,0.921752845,1
795,RT @53rdWRS: Our aircrew has just landed from another mission into hurricane #Dorian! Here they are rolling in.🇺🇸 ✈️⛈🌪🌊 #ReserveCitizenA…,09-03-2019 21:46:20,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
796,RT @53rdWRS: Ready for more shots 📸 of hurricane #Dorian? ✈️⛈🌪🌊 No? Well too bad!#ReserveCitizenAirmen #ReserveReady #403WG #WC130J #S…,09-03-2019 21:46:09,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
797,The U.S. may be getting a little bit lucky with respect to Hurricane Dorian but please don’t let down your guard. As it heads up the coast lots of very bad and unpredictable things can happen! On the other hand the Bahamas have been devastated. We are sending crews to help!,09-03-2019 21:39:52,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
798,RT @NHC_Atlantic: New Watches and Warnings Issued Along the Southeastern United States Coast. Rain and Wind Threat also Increasing For Port…,09-03-2019 21:22:10,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
799,RT @NHC_Atlantic: Hurricane #Dorian Advisory 42: Winds Increasing Along Portions of the Florida East Coast. https://t.co/VqHn0uj6EM,09-03-2019 21:22:06,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
800,RT @NHC_Atlantic: Tropical Depression Eight has developed over the eastern tropical Atlantic. The depression is forecast to become a tropic…,09-03-2019 21:21:50,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
801,@NHC_Atlantic,09-03-2019 21:20:40,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
802,The incompetent Mayor of London Sadiq Khan was bothered that I played a very fast round of golf yesterday. Many Pols exercise for hours or travel for weeks. Me I run through one of my courses (very inexpensive). President Obama would fly to Hawaii. Kahn should focus on....,09-03-2019 14:48:16,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
803,....”knife crime” which is totally out of control in London. People are afraid to even walk the streets. He is a terrible mayor who should stay out of our business!,09-03-2019 14:48:16,2019-09-03,True,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
804,Based on the IG Report the whole Witch Hunt against me and my administration was a giant and illegal SCAM. The House of Representatives should now get back to work on drug prices healthcare infrastructure and all else. The Mueller Report showed No Collusion No Obstruction!,09-03-2019 14:28:41,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
805,The incompetent Mayor of London Sadique Kahn was bothered that I played a very fast round of golf yesterday. Many Pols exercise for hours or travel for weeks. Me I run through one of my courses (very inexpensive). President Obama would fly to Hawaii. Kahn should focus on....,09-03-2019 14:20:10,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
806,....”knife crime” which is totally out of control in London. People are afraid to even walk the streets. He is a terrible mayor who should stay out of our business!,09-03-2019 14:20:10,2019-09-03,True,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
807,Germany and so many other countries have negative interest rates “they get paid for loaning money” and our Federal Reserve fails to act! Remember these are also our weak currency competitors!,09-03-2019 13:45:24,2019-09-03,True,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
808,For all of the “geniuses” out there many who have been in other administrations and “taken to the cleaners” by China that want me to get together with the EU and others to go after China Trade practices remember the EU &amp; all treat us VERY unfairly on Trade also. Will change!,09-03-2019 13:33:16,2019-09-03,False,11910.86035,-0.360342744,0,2906.27002,-0.694702862,0,03-09-2019,2930.149902,0.206267433,1
